"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","query"
"x21588744","x1277005467718483970",2020-06-27 22:26:43,"mark_phelan",". #Chevrolet #Chevytrucks #GM
The first big win for GM's reconstituted defense unit, and a significant achievement for the Chevrolet Colorado midsize pickup on which the vehicle will be based. https://t.co/QvWbwvNdvJ via @freep","Twitter Web App",227,,,,FALSE,FALSE,9,7,,,"Chevrolet Chevytrucks GM",,"freep.com/story/money/ca…","https://t.co/QvWbwvNdvJ","https://www.freep.com/story/money/cars/general-motors/2020/06/27/general-motors-army-contract-troop-carrier/3270624001/",,,,,,,,,"x8795772","freep","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/mark_phelan/status/1277005467718483970","Mark Phelan","Detroit","Mark Phelan is auto critic and columnist for the Detroit Free Press.
He owns two dogs, loves music and grew up in the American South, Ireland and Michigan.","http://t.co/J3hzTszmAW",FALSE,5611,589,199,2999,2143,2009-02-22 19:13:15,TRUE,"http://t.co/J3hzTszmAW","http://freep.com/markphelan",,"https://pbs.twimg.com/profile_banners/21588744/1528214031","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1292199210/freepphelan_normal.jpg","general motors"
"x79883392","x1277002216302424064",2020-06-27 22:13:48,"glennrstevens","$214.3 million ⁦@USArmy⁩ contract for @GM to build troop carrier. Auto and Defense working together in #Michigan  https://t.co/LSPDa8pmHb","Twitter for iPhone",137,,,,FALSE,FALSE,7,1,,,"Michigan",,"freep.com/story/money/ca…","https://t.co/LSPDa8pmHb","https://www.freep.com/story/money/cars/general-motors/2020/06/27/general-motors-army-contract-troop-carrier/3270624001/",,,,,,,,,"x8775672 x10850192","USArmy GM","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/glennrstevens/status/1277002216302424064","G.","Detroit, Michigan USA","”If you seek a pleasant Peninsula,look about you"" Working for our State with @MICHauto. Cars-Trucks-Books-Lakes make it all better. #Yooper #Michigander #SISU",,FALSE,1972,2936,154,13807,10934,2009-10-05 01:31:21,FALSE,,,,"https://pbs.twimg.com/profile_banners/79883392/1562157668","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/684199362054864896/w8mWW-6S_normal.jpg","general motors"
"x1151874525518155776","x1277000119825522688",2020-06-27 22:05:28,"GetakaC","As the recovery progresses, stocks like General Motors and Starbucks are a must own, analysts say https://t.co/m94gEPGLQV","WordPress.com",121,,,,FALSE,FALSE,0,0,,,,,"getaka.co.in/business/as-th…","https://t.co/m94gEPGLQV","https://getaka.co.in/business/as-the-recovery-progresses-stocks-like-general-motors-and-starbucks-are-a-must-own-analysts-say/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/GetakaC/status/1277000119825522688","Getaka - Know things before others do","United States","https://t.co/qkFMdKfhe8 is an all in one lifestyle, entertainment, information, trends related website. Hop onto this this site and know the latest information before othe","https://t.co/AGtdfidznf",FALSE,17,161,0,17211,1,2019-07-18 15:21:02,FALSE,"https://t.co/AGtdfidznf","https://getaka.co.in/",,,,"http://pbs.twimg.com/profile_images/1151874918482472960/_pUYQgBW_normal.jpg","general motors"
"x2527904352","x1276996225494061063",2020-06-27 21:50:00,"EarthAccounting","Will General Motors Be the First Profitable #ElectricCar Company? https://t.co/PGdh5nvLLH https://t.co/5T0rMul7xr","TweetDeck",89,,,,FALSE,FALSE,4,2,,,"ElectricCar",,"finance.yahoo.com/news/general-m…","https://t.co/PGdh5nvLLH","https://finance.yahoo.com/news/general-motors-first-profitable-electric-172057888.html?soc_src=social-sh&soc_trk=tw","http://pbs.twimg.com/media/Ebi0_JNVcAEzyPq.jpg","https://t.co/5T0rMul7xr","https://twitter.com/EarthAccounting/status/1276996225494061063/photo/1","photo","http://pbs.twimg.com/media/Ebi0_JNVcAEzyPq.jpg","https://t.co/5T0rMul7xr","https://twitter.com/EarthAccounting/status/1276996225494061063/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/EarthAccounting/status/1276996225494061063","Earth Accounting","Los Angeles, CA","#sustainability #ConsciousConsumer #transparency #environment  #CircularEconomy #recycling https://t.co/PXoP0W5Stx @zeloop_ @environemma","https://t.co/WJPRRdfpas",FALSE,21805,20869,509,123243,104767,2014-05-27 17:27:47,FALSE,"https://t.co/WJPRRdfpas","http://www.zeloop.net/",,"https://pbs.twimg.com/profile_banners/2527904352/1592800038","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1136814607778009088/XObXnzfP_normal.png","general motors"
"x575910168","x1276989427240202241",2020-06-27 21:22:59,"AFTvitaliy","Is General Motors Company (NYSE:GM) Trading At A 43% Discount? https://t.co/MvkZmTSOVS
#YahooFinance #Traffic #Transportation #Shipping #Logistics
Follow @AFTvitaliy for #Trucking News","Trucking News",184,,,,FALSE,FALSE,0,1,,,"YahooFinance Traffic Transportation Shipping Logistics Trucking",,"truckingnews.us/is-general-mot…","https://t.co/MvkZmTSOVS","https://truckingnews.us/is-general-motors-company-nysegm-trading-at-a-43-discount/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter",,,,,,,,,"x575910168","AFTvitaliy","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/AFTvitaliy/status/1276989427240202241","AFT Dispatch","Salt Lake City, Utah","Full-service professional truck dispatch agency - 7% Commission
Learn more https://t.co/N65w5enQF6 or call (801) 448-6363 xt.1","https://t.co/fUyITudV10",FALSE,2782,156,67,117510,911,2012-05-10 01:30:36,FALSE,"https://t.co/fUyITudV10","http://aftdispatch.com/",,"https://pbs.twimg.com/profile_banners/575910168/1578461732","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1214780884034801665/lXF-7UvP_normal.jpg","general motors"
"x1161703589942878208","x1276986418649280515",2020-06-27 21:11:02,"garyblack00","6/off for $TSLA buyers and investors. What’s more, every other major auto maker, including General Motors and Volkswagen, is trying to emulate Musk’s electronic-vehicle-first strategy. He has disrupted and altered a massive, century-old industry, and he’s not finished yet.
$tslaq","Twitter for iPhone",280,"x1276986417860808704","x1161703589942878208","garyblack00",FALSE,FALSE,38,0,,,,"TSLA tslaq",,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/garyblack00/status/1276986418649280515","Gary Black","Chicago, IL","Formerly CEO Aegon Asset Management US, Co-CIO Calamos, CIO Equities Goldman Sachs AM, CEO/CIO Janus. My views are my own and don’t represent investment advice.","https://t.co/BXCBnREuwH",FALSE,2805,90,39,1903,105,2019-08-14 18:18:14,FALSE,"https://t.co/BXCBnREuwH","http://www.futurefundadvisors.com",,"https://pbs.twimg.com/profile_banners/1161703589942878208/1591687855",,"http://pbs.twimg.com/profile_images/1161704927107923969/afKADQ7k_normal.jpg","general motors"
"x8795772","x1276984935753093120",2020-06-27 21:05:08,"freep","General Motors scores big $214.3M Army contract to provide troop carrier https://t.co/pjrpcKr4p4","SocialNewsDesk",96,,,,FALSE,FALSE,19,0,,,,,"rssfeeds.freep.com/~/628987428/0/…","https://t.co/pjrpcKr4p4","http://rssfeeds.freep.com/~/628987428/0/freep/home~General-Motors-scores-big-M-Army-contract-to-provide-troop-carrier/?utm_campaign=snd-autopilot",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/freep/status/1276984935753093120","Detroit Free Press","Detroit","News & analysis from Detroit and Michigan // Run by @BrianManzullo @AEtmansHuschka @btodd @lissa218 @twildt @KaylaCockrel // Will ‘like’ your cute pets","https://t.co/QaxDeaP8ph",FALSE,485093,3486,4576,258038,5736,2007-09-10 21:42:21,TRUE,"https://t.co/QaxDeaP8ph","http://www.freep.com",,"https://pbs.twimg.com/profile_banners/8795772/1546281017","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/937704146236530689/I-a90iuu_normal.jpg","general motors"
"x17130839","x1276982907911970816",2020-06-27 20:57:05,"freepautos","General Motors scores big $214.3M Army contract to provide troop carrier https://t.co/xAWoi9gFPp","SocialNewsDesk",96,,,,FALSE,FALSE,3,1,,,,,"rssfeeds.freep.com/~/628987428/0/…","https://t.co/xAWoi9gFPp","http://rssfeeds.freep.com/~/628987428/0/freep/autos~General-Motors-scores-big-M-Army-contract-to-provide-troop-carrier/?utm_campaign=snd-autopilot",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/freepautos/status/1276982907911970816","Freep Autos","Detroit","Latest autos news from Detroit reported by @freep's autos team.","http://t.co/gxlPYyTcrh",FALSE,15766,517,439,17631,86,2008-11-03 14:01:53,FALSE,"http://t.co/gxlPYyTcrh","http://freep.com/autos",,"https://pbs.twimg.com/profile_banners/17130839/1512172904","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/936746559085142016/dlwIM1Sm_normal.jpg","general motors"
"x983858448101031936","x1276975426162704384",2020-06-27 20:27:21,"SeanA806","Credits to Barrett-Jackson Aiction and General Motors, and the designers and engineers at the Buick division in 1966","Twitter for iPad",116,"x1276975257933377536","x983858448101031936","SeanA806",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/SeanA806/status/1276975426162704384","Sean","United States","Loves old cars, vintage appliances, Vintage Americana, and plans on collecting vintage appliances in the future 🇺🇸",,FALSE,49,94,0,2769,2782,2018-04-11 00:05:08,FALSE,,,,"https://pbs.twimg.com/profile_banners/983858448101031936/1583268176",,"http://pbs.twimg.com/profile_images/1262635298011279360/CWN2v_21_normal.jpg","general motors"
"x983858448101031936","x1276526271250395139",2020-06-26 14:42:34,"SeanA806","Credits to Hemmings Motor News and General Motors, and the designers and engineers at the Chevrolet division in 1959","Twitter for iPad",116,"x1276526085979566085","x983858448101031936","SeanA806",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/SeanA806/status/1276526271250395139","Sean","United States","Loves old cars, vintage appliances, Vintage Americana, and plans on collecting vintage appliances in the future 🇺🇸",,FALSE,49,94,0,2769,2782,2018-04-11 00:05:08,FALSE,,,,"https://pbs.twimg.com/profile_banners/983858448101031936/1583268176",,"http://pbs.twimg.com/profile_images/1262635298011279360/CWN2v_21_normal.jpg","general motors"
"x944494370568441858","x1276943103673458696",2020-06-27 18:18:55,"tradelair","WorkHorse buys the Lordstown Plant from General Motors. 

Workhorse will produce the New W-15 Pickup Truck beginning November 2020. https://t.co/BKFGJVuBLo","Twitter for iPhone",131,"x1276942190296653824","x944494370568441858","tradelair",FALSE,FALSE,0,0,,,,,,,,"http://pbs.twimg.com/media/Ebic-uRXgAAWBnD.jpg","https://t.co/BKFGJVuBLo","https://twitter.com/tradelair/status/1276943103673458696/photo/1","photo","http://pbs.twimg.com/media/Ebic-uRXgAAWBnD.jpg","https://t.co/BKFGJVuBLo","https://twitter.com/tradelair/status/1276943103673458696/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/tradelair/status/1276943103673458696","Z","United States","Day Trader I Swing Trader",,FALSE,219,100,2,1008,1061,2017-12-23 09:06:20,FALSE,,,,"https://pbs.twimg.com/profile_banners/944494370568441858/1592710947",,"http://pbs.twimg.com/profile_images/1274585920835072002/5xfp7sae_normal.jpg","general motors"
"x50330437","x1276940926296952832",2020-06-27 18:10:15,"RogersDabbs","Watch as General Motors transformed Kokomo to help produce critical supplies during this unprecedented time. https://t.co/RJ9lrpKGvU","SOCi - Simplifying Social Media",132,,,,FALSE,FALSE,0,0,,,,,"bit.ly/2AH1QSZ","https://t.co/RJ9lrpKGvU","https://bit.ly/2AH1QSZ",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/RogersDabbs/status/1276940926296952832","Rogers-Dabbs","Brandon, MS","""It's Easier Here."" | 1501 W. Government St., Brandon , MS 39042 | (601) 825-2277","http://t.co/bEYVYQcabW",FALSE,333,267,29,349,10,2009-06-24 15:10:22,FALSE,"http://t.co/bEYVYQcabW","http://www.rogersdabbs.com/",,"https://pbs.twimg.com/profile_banners/50330437/1483981210","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/818502374993993728/MRAW2KEM_normal.jpg","general motors"
"x29233244","x1276923465623355392",2020-06-27 17:00:52,"vemedina","#GM cars will get #Amazon #Alexa capability in second half of #2020
https://t.co/bGrH3jKOat","Hootsuite Inc.",91,,,,FALSE,FALSE,0,0,,,"GM Amazon Alexa",,"ow.ly/rS7q30qTPqT","https://t.co/bGrH3jKOat","http://ow.ly/rS7q30qTPqT",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/vemedina/status/1276923465623355392","Victor Medina","Mexico City","Economista & MBA con gusto e interés por el marketing. Soñador de un México educado, justo y democrático.",,FALSE,498,1315,16,8482,9,2009-04-06 16:23:49,FALSE,,,,"https://pbs.twimg.com/profile_banners/29233244/1423509249","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/421669844090499072/qji33zUO_normal.jpeg","general motors"
"x1222681131331411968","x1276921107216429056",2020-06-27 16:51:30,"AutomotiveBasic","On this day in Automotive History, June 27th, 1957 - The Chevrolet Division of General Motors registered the ""Impala"" name as a trademark. Chevrolet had been in existence 46 years when the legendary Impala was assembled for the first time back in 1957 for the 1958 model year. https://t.co/7hEkHcuebu","Twitter for Android",276,,,,FALSE,FALSE,0,0,,,,,,,,"http://pbs.twimg.com/media/EbiI-uoUYAAK6zX.jpg","https://t.co/7hEkHcuebu","https://twitter.com/AutomotiveBasic/status/1276921107216429056/photo/1","photo","http://pbs.twimg.com/media/EbiI-uoUYAAK6zX.jpg","https://t.co/7hEkHcuebu","https://twitter.com/AutomotiveBasic/status/1276921107216429056/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/AutomotiveBasic/status/1276921107216429056","Basic Automotive Training","USA","The Next Step in Driver's Education","https://t.co/7hE4oUgNav",FALSE,39,132,0,250,687,2020-01-30 00:41:31,FALSE,"https://t.co/7hE4oUgNav","https://www.basicautotraining.com/",,"https://pbs.twimg.com/profile_banners/1222681131331411968/1580345681",,"http://pbs.twimg.com/profile_images/1222681313431322624/FZ7YJUzh_normal.jpg","general motors"
"x1204879569397993472","x1276916971372711938",2020-06-27 16:35:04,"summerdazee_","General Motors for sure. Especially all the Karen’s and Greg’s in their caddy’s. https://t.co/jjqwYFvzIf","Twitter for iPhone",80,,,,TRUE,FALSE,4,0,,,,,"twitter.com/kameronbennett…","https://t.co/jjqwYFvzIf","https://twitter.com/kameronbennett/status/1276910593933373441",,,,,,,,,,,"en","x1276910593933373441","Whats the worst job u ever had?",2020-06-27 16:09:44,"Twitter for iPhone",431,35,"x171337448","KameronBennett","DJ Kam Bennett",1799532,1340300,95264,"Minnesota","dj/producer | entertainment marketing 🔌 djkambennett@gmail.com",TRUE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/summerdazee_/status/1276916971372711938","sums","Austin, TX","yikes",,FALSE,64,281,0,1037,3327,2019-12-11 21:44:16,FALSE,,,,"https://pbs.twimg.com/profile_banners/1204879569397993472/1593290609",,"http://pbs.twimg.com/profile_images/1276979479320186880/ddmuMgGw_normal.jpg","general motors"
"x29321217","x1276915918011011076",2020-06-27 16:30:53,"cchammer","2/2 ... the Original Colonel Sander's and was Adolph Hitler's Twin Brother. I cannot understand why anyone would continue to listen to @mcuban 's bilge or @TeamCavuto 's Never-Trumper bluster. ..... Mark, please tell us the date when @realDonaldTrump started General Motors❓","Twitter for Android",274,"x1276915916937351168","x29321217","cchammer",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x16228398 x223970563 x25073877","mcuban TeamCavuto realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/cchammer/status/1276915918011011076","W.C. Cox","Mississippi, USA","Aspiring 1%'er",,FALSE,48,94,2,2040,6213,2009-04-06 23:11:54,FALSE,,,,"https://pbs.twimg.com/profile_banners/29321217/1473765084","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/775731889667649536/nQBGpXhj_normal.jpg","general motors"
"x17686333","x1276915481925074945",2020-06-27 16:29:09,"bessiec","""General Motors stock would be higher if they were allowed to pour mercury into the river, and if they had no emission standards on their cars. But we’ve decided that is bad for America and Americans long term."" https://t.co/4iLFZNn2n0","Twitter Web App",235,,,,FALSE,FALSE,0,0,,,,,"fastcompany.com/90520284/mark-…","https://t.co/4iLFZNn2n0","https://www.fastcompany.com/90520284/mark-zuckerberg-is-the-biggest-oligarch-in-the-history-of-mankind",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/bessiec/status/1276915481925074945","Bessie Chu 🇹🇼","New York, NY","Product Director @GroupMWorldwide. Hipster Wannabe after hours. Always Angry Woman of Color. Culture and Food Glutton. Taiwanese-American. Tweets are my own.","https://t.co/XOLpnXOAly",FALSE,4746,1535,0,9280,259,2008-11-27 19:30:17,FALSE,"https://t.co/XOLpnXOAly","http://www.bessieeats.com",,"https://pbs.twimg.com/profile_banners/17686333/1564196749","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1272023409480863746/cRqsH7H__normal.jpg","general motors"
"x20402945","x1276620861852856320",2020-06-26 20:58:26,"CNBC","General Motors requests removal of judge and to vacate order from RICO lawsuit against Fiat Chrysler https://t.co/ojmPJLKxZX","SocialFlow",124,,,,FALSE,FALSE,18,5,,,,,"cnb.cx/2YBEEyw","https://t.co/ojmPJLKxZX","https://cnb.cx/2YBEEyw",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/CNBC/status/1276620861852856320","CNBC","Englewood Cliffs, NJ","First in business worldwide.","https://t.co/fdcFKDtOzb",FALSE,3677633,821,30115,362935,604,2009-02-09 00:03:41,TRUE,"https://t.co/fdcFKDtOzb","https://www.cnbc.com/",,"https://pbs.twimg.com/profile_banners/20402945/1533568341","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1185182366156894208/pKRddT3o_normal.png","general motors"
"x20402945","x1276892338816720897",2020-06-27 14:57:11,"CNBC","Your weekend brief: As the economic recovery progresses, stocks like General Motors and Starbucks are a must own, analysts say https://t.co/l3HV6OTQel","SocialFlow",150,,,,FALSE,FALSE,25,7,,,,,"cnb.cx/3i88r9J","https://t.co/l3HV6OTQel","https://cnb.cx/3i88r9J",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/CNBC/status/1276892338816720897","CNBC","Englewood Cliffs, NJ","First in business worldwide.","https://t.co/fdcFKDtOzb",FALSE,3677633,821,30115,362935,604,2009-02-09 00:03:41,TRUE,"https://t.co/fdcFKDtOzb","https://www.cnbc.com/",,"https://pbs.twimg.com/profile_banners/20402945/1533568341","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1185182366156894208/pKRddT3o_normal.png","general motors"
"x20402945","x1276868046590636032",2020-06-27 13:20:40,"CNBC","New for subscribers:  As the economic recovery progresses, stocks like General Motors and Starbucks are a must own, analysts say https://t.co/gggNd8NAda Check out @CNBCPro for a free trial.","SocialFlow",189,,,,FALSE,FALSE,13,4,,,,,"cnb.cx/3g2hXcx","https://t.co/gggNd8NAda","https://cnb.cx/3g2hXcx",,,,,,,,,"x36992781","CNBCPro","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/CNBC/status/1276868046590636032","CNBC","Englewood Cliffs, NJ","First in business worldwide.","https://t.co/fdcFKDtOzb",FALSE,3677633,821,30115,362935,604,2009-02-09 00:03:41,TRUE,"https://t.co/fdcFKDtOzb","https://www.cnbc.com/",,"https://pbs.twimg.com/profile_banners/20402945/1533568341","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1185182366156894208/pKRddT3o_normal.png","general motors"
"x700163778","x1275420079593750530",2020-06-23 13:26:57,"SMcK17","GM CEO Mary Barra names 'inclusion' team in bid to act on social equality commitment https://t.co/C0FlehxaDr - @freep","Twitter Web App",117,,,,FALSE,FALSE,0,0,,,,,"freep.com/story/money/ca…","https://t.co/C0FlehxaDr","https://www.freep.com/story/money/cars/general-motors/2020/06/22/ceo-mary-barra-names-2-detroit-leaders-help-drive-inclusion-gm/3236361001/",,,,,,,,,"x8795772","freep","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/SMcK17/status/1275420079593750530","Shawn McKenzie 🇺🇸","Toledo, Ohio","""Hello. I'm Shawn McKenzie, and... This?! This, is the NEWS?!""",,FALSE,1609,4982,44,166404,10408,2012-07-17 01:55:25,FALSE,,,,"https://pbs.twimg.com/profile_banners/700163778/1517935720","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/3398847629/e943510b46b76479d10814db2e697cfd_normal.jpeg","general motors"
"x700163778","x1276879804768358406",2020-06-27 14:07:23,"SMcK17","General Motors requests removal of judge and to vacate order from RICO lawsuit against Fiat Chrysler https://t.co/fGSh0tX0uS - @CNBC","Twitter Web App",132,,,,FALSE,FALSE,0,0,,,,,"cnbc.com/2020/06/26/gm-…","https://t.co/fGSh0tX0uS","https://www.cnbc.com/2020/06/26/gm-requests-removal-of-judge-from-rico-lawsuit-against-fiat-chrysler.html?__source=sharebar|twitter&par=sharebar",,,,,,,,,"x20402945","CNBC","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/SMcK17/status/1276879804768358406","Shawn McKenzie 🇺🇸","Toledo, Ohio","""Hello. I'm Shawn McKenzie, and... This?! This, is the NEWS?!""",,FALSE,1609,4982,44,166404,10408,2012-07-17 01:55:25,FALSE,,,,"https://pbs.twimg.com/profile_banners/700163778/1517935720","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/3398847629/e943510b46b76479d10814db2e697cfd_normal.jpeg","general motors"
"x491320200","x1276872661210021888",2020-06-27 13:39:00,"MOTORInfoSys",".@GM and its autonomous subsidiary, Cruise, have been making progress on self-driving technology and claim its true value will be unlocked once the technology is deployed. Read more.
https://t.co/KERPyYfi48","TweetDeck",206,,,,FALSE,FALSE,0,0,,,,,"bit.ly/2Zd7Afq","https://t.co/KERPyYfi48","https://bit.ly/2Zd7Afq",,,,,,,,,"x10850192","GM","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MOTORInfoSys/status/1276872661210021888","MOTOR","Troy MI","DRIVEN by the vehicle experts at MOTOR. Proud @Hearst company.","http://t.co/7EQdV4ZGqP",FALSE,1929,130,16,4032,360,2012-02-13 14:13:34,FALSE,"http://t.co/7EQdV4ZGqP","http://www.motor.com",,"https://pbs.twimg.com/profile_banners/491320200/1492807969","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/657649153468575745/ZQPFcXiL_normal.png","general motors"
"x1088862056705593344","x1276859495667433474",2020-06-27 12:46:41,"TheTNHoller","SPRING HILL — “The pandemic's impact on market demand has led General Motors Co. to lay off the third shift at its Spring Hill, Tennessee, plant... Affects 680 employees at the plant...” 
https://t.co/LyohTJhnQ4","Twitter for iPhone",211,,,,FALSE,FALSE,61,33,,,,,"detroitnews.com/story/business…","https://t.co/LyohTJhnQ4","https://www.detroitnews.com/story/business/autos/general-motors/2020/06/24/gm-cuts-shift-spring-hill-plant-after-pandemic-hurts-demand/3252779001/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TheTNHoller/status/1276859495667433474","The Tennessee Holler","Tennessee","ALWAYS YELL THE TRUTH. Lifting up voices and shining a light on injustices throughout TN. FILM EVERYTHING. (Hit our DM's with story tips!) CASH APP $TNHoller","https://t.co/sPFZDm2urG",FALSE,55091,54372,211,31431,5436,2019-01-25 18:11:59,FALSE,"https://t.co/sPFZDm2urG","http://www.TNHoller.com",,"https://pbs.twimg.com/profile_banners/1088862056705593344/1590408164",,"http://pbs.twimg.com/profile_images/1088981389960196097/Sw1CTkQx_normal.jpg","general motors"
